[2026-03-14T11:33:22Z] FATAL [faulty-service] database connection refused, psycopg2.OperationalError. Connection to tcp://postgres:5432 failed.
[2026-03-14T11:49:49Z] ERROR [faulty-service] Connection refused. Container crashed / unreachable. HTTPConnectionPool(host='faulty-service', port=8080): Max retries exceeded with url: /health (Caused by NameResolutionError("<urllib3.connection.HTTPConnection object at 0x00000212554BF350>: Failed to resolve 'faulty-service' ([Errno 11001] getaddrinfo failed)"))
[2026-03-14T11:50:02Z] ERROR [faulty-service] Connection refused. Container crashed / unreachable. HTTPConnectionPool(host='faulty-service', port=8080): Max retries exceeded with url: /health (Caused by NameResolutionError("<urllib3.connection.HTTPConnection object at 0x00000212554BF680>: Failed to resolve 'faulty-service' ([Errno 11001] getaddrinfo failed)"))
[2026-03-14T11:50:14Z] ERROR [faulty-service] Connection refused. Container crashed / unreachable. HTTPConnectionPool(host='faulty-service', port=8080): Max retries exceeded with url: /health (Caused by NameResolutionError("<urllib3.connection.HTTPConnection object at 0x00000212554BEE00>: Failed to resolve 'faulty-service' ([Errno 11001] getaddrinfo failed)"))
[2026-03-14T11:50:27Z] ERROR [faulty-service] Connection refused. Container crashed / unreachable. HTTPConnectionPool(host='faulty-service', port=8080): Max retries exceeded with url: /health (Caused by NameResolutionError("<urllib3.connection.HTTPConnection object at 0x00000212554BF570>: Failed to resolve 'faulty-service' ([Errno 11001] getaddrinfo failed)"))
[2026-03-14T11:50:40Z] ERROR [faulty-service] Connection refused. Container crashed / unreachable. HTTPConnectionPool(host='faulty-service', port=8080): Max retries exceeded with url: /health (Caused by NameResolutionError("<urllib3.connection.HTTPConnection object at 0x00000212554BEE00>: Failed to resolve 'faulty-service' ([Errno 11001] getaddrinfo failed)"))
[2026-03-14T11:50:52Z] ERROR [faulty-service] Connection refused. Container crashed / unreachable. HTTPConnectionPool(host='faulty-service', port=8080): Max retries exceeded with url: /health (Caused by NameResolutionError("<urllib3.connection.HTTPConnection object at 0x00000212554BF680>: Failed to resolve 'faulty-service' ([Errno 11001] getaddrinfo failed)"))
[2026-03-14T11:51:05Z] ERROR [faulty-service] Connection refused. Container crashed / unreachable. HTTPConnectionPool(host='faulty-service', port=8080): Max retries exceeded with url: /health (Caused by NameResolutionError("<urllib3.connection.HTTPConnection object at 0x00000212554BF350>: Failed to resolve 'faulty-service' ([Errno 11001] getaddrinfo failed)"))
[2026-03-14T11:51:18Z] ERROR [faulty-service] Connection refused. Container crashed / unreachable. HTTPConnectionPool(host='faulty-service', port=8080): Max retries exceeded with url: /health (Caused by NameResolutionError("<urllib3.connection.HTTPConnection object at 0x00000212554BE8B0>: Failed to resolve 'faulty-service' ([Errno 11001] getaddrinfo failed)"))
[2026-03-14T11:51:31Z] ERROR [faulty-service] Connection refused. Container crashed / unreachable. HTTPConnectionPool(host='faulty-service', port=8080): Max retries exceeded with url: /health (Caused by NameResolutionError("<urllib3.connection.HTTPConnection object at 0x00000212554BE9C0>: Failed to resolve 'faulty-service' ([Errno 11001] getaddrinfo failed)"))
[2026-03-14T11:51:43Z] ERROR [faulty-service] Connection refused. Container crashed / unreachable. HTTPConnectionPool(host='faulty-service', port=8080): Max retries exceeded with url: /health (Caused by NameResolutionError("<urllib3.connection.HTTPConnection object at 0x00000212554BE580>: Failed to resolve 'faulty-service' ([Errno 11001] getaddrinfo failed)"))
[2026-03-14T11:51:56Z] ERROR [faulty-service] Connection refused. Container crashed / unreachable. HTTPConnectionPool(host='faulty-service', port=8080): Max retries exceeded with url: /health (Caused by NameResolutionError("<urllib3.connection.HTTPConnection object at 0x00000212554BE690>: Failed to resolve 'faulty-service' ([Errno 11001] getaddrinfo failed)"))
[2026-03-14T11:52:09Z] ERROR [faulty-service] Connection refused. Container crashed / unreachable. HTTPConnectionPool(host='faulty-service', port=8080): Max retries exceeded with url: /health (Caused by NameResolutionError("<urllib3.connection.HTTPConnection object at 0x00000212554BE470>: Failed to resolve 'faulty-service' ([Errno 11001] getaddrinfo failed)"))
[2026-03-14T11:52:21Z] ERROR [faulty-service] Connection refused. Container crashed / unreachable. HTTPConnectionPool(host='faulty-service', port=8080): Max retries exceeded with url: /health (Caused by NameResolutionError("<urllib3.connection.HTTPConnection object at 0x00000212554BE360>: Failed to resolve 'faulty-service' ([Errno 11001] getaddrinfo failed)"))
[2026-03-14T11:52:34Z] ERROR [faulty-service] Connection refused. Container crashed / unreachable. HTTPConnectionPool(host='faulty-service', port=8080): Max retries exceeded with url: /health (Caused by NameResolutionError("<urllib3.connection.HTTPConnection object at 0x00000212554BDF20>: Failed to resolve 'faulty-service' ([Errno 11001] getaddrinfo failed)"))
[2026-03-14T11:52:47Z] ERROR [faulty-service] Connection refused. Container crashed / unreachable. HTTPConnectionPool(host='faulty-service', port=8080): Max retries exceeded with url: /health (Caused by NameResolutionError("<urllib3.connection.HTTPConnection object at 0x00000212554BDBF0>: Failed to resolve 'faulty-service' ([Errno 11001] getaddrinfo failed)"))
[2026-03-14T11:52:59Z] ERROR [faulty-service] Connection refused. Container crashed / unreachable. HTTPConnectionPool(host='faulty-service', port=8080): Max retries exceeded with url: /health (Caused by NameResolutionError("<urllib3.connection.HTTPConnection object at 0x00000212554BDD00>: Failed to resolve 'faulty-service' ([Errno 11001] getaddrinfo failed)"))
[2026-03-14T11:53:12Z] ERROR [faulty-service] Connection refused. Container crashed / unreachable. HTTPConnectionPool(host='faulty-service', port=8080): Max retries exceeded with url: /health (Caused by NameResolutionError("<urllib3.connection.HTTPConnection object at 0x00000212554BD9D0>: Failed to resolve 'faulty-service' ([Errno 11001] getaddrinfo failed)"))
[2026-03-14T11:53:25Z] ERROR [faulty-service] Connection refused. Container crashed / unreachable. HTTPConnectionPool(host='faulty-service', port=8080): Max retries exceeded with url: /health (Caused by NameResolutionError("<urllib3.connection.HTTPConnection object at 0x00000212554BD7B0>: Failed to resolve 'faulty-service' ([Errno 11001] getaddrinfo failed)"))
